English Word,Part of Speech,Odia Translation
 grantee , Noun , ଡାପ୍‌ କ୍‌ ତିସୁକୁଟେ 
 grapes fruits , Noun , ସଦ୍ଦାଫଳ 
 grapes juice , Noun , ଅଙ୍ଗୁର ରସ 
 grass) , Noun ," ରଣ୍ଡା,ର ଟା,ଗାଡ୍‌, ସୋପ୍‌ ପା "
 grass of the field , Noun , ଗାଡ୍‌ AIR ବୂମ୍‌ 
 grass with prickly seeds , Noun , କର ଉଛି 
 gratitude , Noun ," ସାନ୍ଦାନାଲ୍‌,ଦାନ୍ଯୱାଦ୍‌, ନାମାଶ୍‌ କାରାମ୍‌,ମଡ଼ୂକାନାଦ୍‌ "
 grave , Noun ," ଞିଶ୍‌ କ୍‌ ,ଗୋଲ୍‌ "
 gravel , Noun , ମରୁମ୍‌ AGM 
 graze , Verb , ମେୟ୍‌ ସାନାଦ୍‌ 
 grazing field , Noun ," ଏଲ୍‌ କା,,ବାୟ୍‌ ୟୁଲ୍‌ QEI, GIAL, QC! "
 greasiness , Noun , ବିଦାର୍‌ ମିନ୍ଦେ 
 great , N/A ," ୮୯/୮୫ ମେଲ୍‌ ତା,ବାଡ଼ିୟା "
 great bear , Noun , କାଟୁଲ୍‌ ଭକ୍‌ କାକ୍‌ 
 great man , N/A ," ?,/6///.. ମେଲତୋଣ୍ଡ , ମେନ୍ତାମାଣୁସୁଣ୍ଠ, "
 greatness , Noun , ମେଲ୍‌ ତା 
 greediness , N/A ," ?/୨//,. ଗାଦେମ୍‌ ଆସା ଓାଟାନାଦ୍‌ "
 green , Noun , ପାଛାଙ୍ଗ୍‌ 
 green coconut , Noun , ପାଚ୍‌ ଚି ଗବେର୍‌ କାୟା 
 green fruit , Noun , ପାଚ୍‌ ଚି କାୟା 
 green gram , Noun , ପେସିଲି 
 green jack , Noun , ପାଣ୍‌ ସ୍‌ ପେଣ୍ଡ କ୍‌ 
 greens , Noun ," ଟୋଟ୍‌ କୁଚିର୍‌, ଦୋଗେଲ୍‌ "
 greet with folded hands , Verb ," ଓାନ୍ଦାନାଲ୍‌, ନମାସ୍କାରାମ୍‌ "
" grey, white hair ", Noun , କେଲ୍‌ କୁ ରାଗ୍‌ ରାଗ୍‌ ପାଣ୍ଟ ତା କେଲ୍‌ କ୍‌ 
" grief, sorrow ", Noun , ଦୁକ୍‌ କାମ୍‌ 
 grievance , Noun , .16766//× ିଚିନ୍ନ୍ରାମ୍‌ AQ ତ୍ତର୍‌ 
 grieve , Noun , ଦୁକାମ୍‌ ମାଡ଼ାନାଦ୍‌ 
 grievous , Adjective , YAR ARB 
 grind pulses , Verb , €Q ରାନାଦ୍‌ 
 grinder , Noun ," ଜାରା କାଲ୍‌-ପିରି, ପେଶିଲି "
 grinding curry-stuff , Noun ," କାରାମ୍‌ ନୂରାନାଦ୍‌, ଜାତା କାଲ୍‌ "
 grinding stone for curry-stuff , Noun ," କାମ୍‌ କା କାଲ୍‌, ପାସ୍‌ ପ୍‌ କାଲ୍‌ "
 କାଲ୍‌-ପିରି          , Noun             , କାରାମ୍‌               
 CAA                   , -                , -                    
 grinding curry-stuff  , Noun             , କାରାମ୍‌               
 ନୂରାନାଦ୍‌          , Noun             ," କାମ୍‌ କା କାଲ୍‌, ପାସ୍‌ ପ୍‌ "
 ଜାତା କାଲ୍‌         , -                , -                    
 grinding stone for curry-stuff , Noun   ," କାମ୍‌ କା କାଲ୍‌,ପାସ୍‌ ପ୍‌ "
 କାଲ୍‌               , Noun             , ଗର୍‌ କାଲ୍‌           
 grindstone            , Noun             , ଗର୍‌ କାଲ୍‌           
 griping pain in the limps and joints , Noun ," ପିଭ୍ତାନାଦ୍‌, ପିଜ ମିନ୍ଦେ "
 gripping              , Noun             , ଡକା(ଡଙ୍କା) କାଚାନାଦ୍‌ 
 er it                 , Noun             , agal                 
 grocery shop man      , Noun             , ନୁଙ୍କା ald ଓମ୍‌    
 ମାନୋର୍‌            , -                , -                    
 ଆମାନୋର୍‌           , -                , -                    
 habit                 , ?/୧///.          , ରୋଜିନ୍‌ ଆଲ୍‌ ଓଟ୍‌ 
 had come              , Verb             , ୱାସ୍‌ ମାତ୍‌ ତର୍‌   
 hail                  , Interjection     , ଜେୟ୍‌ ERA           
 hail stone            , Noun             ," ଆଜୁରଗାଡା ଆଦୁରଗାଡା,ଆଦୁର୍କ୍‌ "
 hair                  , Noun             , କେଲକ୍‌               
 hair become grey      , Intransitive verb, କେଲ୍‌ କ୍‌ Al ତା      
 hair 0୯୦             , Noun             , କୂପ୍‌ ପାର୍‌         
 hair get lengthened   , Adjective        , FAN କ୍‌ ଜାରିଭା        
 hair get loosened     , Adjective        , କେଲ୍‌ କ୍‌ ଆାଭାନାଙ୍କୁ Q ପାନାଦ୍‌ 
 hair not comb         , Verb             , କେଲ୍‌ କ୍‌           
" GAGA, AE AEM          ", -                , -                    
 hair of the body      , Noun             , ରୋମା                
 hair of witchdoctor   , Noun             , ଜାଟ୍‌                
 groundnut           , Noun           , ଞେର୍‌ ସେଲ୍‌ EI   
 group               , Noun           ," ଡ଼ଟ୍‌,ମାନ୍ଦା ମାନ୍ଦା ନାରୂର୍‌ "
 grove               , Verb           , Qe                 
 grow                , ୮୮୮            ," ପେର୍ସାନାଦ୍‌,ବେଢ଼ିୟା ଆଦାନାଦ୍‌ "
 grow long stretched out teeth , Noun , ପାଲ୍‌ ପେୟ୍‌ ତିତ୍‌ 
 grumble             , Noun           ," FQ ବୁଙ୍କୁର୍‌, କିସ୍‌ କେଭାନାଦ୍‌ "
 grunt               , Noun           ," ପାଦି,ମେକ୍‌ କା ,ଞେର୍‌ କାଡ଼୍‌ କେୟାନାଦ୍‌ "
 guardian            , Noun           ," ବାତ୍‌ କିସାନୋଡ଼,ପୋର୍‌ ପାନୋର୍‌ ଲି ,ଜାଡେଲ୍‌ ,କୂକ୍‌ କୋଡ଼୍‌ "
" hairdo,hairy        ", Adjective      ," @,64Q ପୟ୍‌ ସି ମିନ୍ଦେ,ଜାଟ୍‌ ଲି AQ, ଭା,କେଲ୍‌ କ୍‌ ଏଁରୋ-ଗାଟ୍ଟି Ag ଭା "
 hairpin             , Noun           , ସେମ୍‌ AIR         
 half an hour        , Noun           ," ଆର୍‌, ଦୁଡା ଗା.ଣ୍ଟା,ଆଦା el -ଆରା ଗା ଣ୍ଡା "
 half Kg             , Noun           ," ଆର୍‌ କେଜ୍‌ , Fel କେଜ୍‌,ଆଦା 6a "
 hallow              , Verb           , AGG! AQ ମୁ        
 hallow pod of the sponge gourd , Noun , ବୁର୍କା              
 hammer              , Adjective      , YSAl-Ga            
 hammering           , Verb           , କଟ୍ଟାନାଦ୍‌       
 hand                , Noun           , କାୟ୍‌             
 guava , Noun , ଲାଙ୍କା ଜେମ୍‌ ମା 
  ,  , ଜାମ୍‌ ପାଶୃ 
 guava tree , Noun , ଜାମା ମାଡ଼ା 
 guest vessel , Noun , ଚୁଟୁମିର୍‌ କେରସ୍‌ 
 guilty , ୮୧/୮୮ ଦାଡ଼ ଦାଡ଼ AISI ,  
 guitar , Noun ," କୀଙ୍କୋର୍‌, କୀଙ୍କୀର୍‌, କୟ୍‌ ଭୋର୍‌ "
 gum , Noun ," ପାଲ୍‌ ଦ୍‌ ଆଓ୍‌, ଆଙ୍ଗ୍‌ "
 gum from tree , Noun , ଏଞେର୍‌ NIGIQ 
 gun , Noun , ତୁପାୟ୍‌ 
 hand on , Verb , IQ ଦେ AGIFIE 
 hand full , Noun , ପିଡ଼କେଡ଼୍‌ ମୁଟେଡ଼ 
 hand over , Verb , ଅପିଭଦାନାଦ୍‌ 
 handcuffs , Noun , AR ଲେମ୍‌ 
 handicapped , Noun , କୁଟାଲ୍‌- କୁଟଲ୍‌ 
 handicraft , Noun , କାୟ୍‌ କିନେ ମାଡ଼ାନ୍‌ ସାମାନ୍‌ 
 handle , Noun ," କୋଲା, ସାତ୍‌ GIAl "
 hands down , Verb ," କାଇକ୍‌ ନେଲ୍‌, ଓାଟାନାଦ୍‌ "
" hands up, raise hands ", Verb , କାୟ୍‌ ତେଦାନାଦ୍‌ 
 handsome , Adjective ," ସୋକ୍‌ ମାନ୍ଦାନ୍‌, ନାରୂଣ୍ଡ "
 hang , Verb ," ଞେମ୍‌, ପରା ଞେଡ଼ ସିଂ "
 hang up shirt , Verb , କୁସାମ୍‌ ଞେମ୍‌ 
 hardware , Noun ," ଇକ୍ଲେମ୍‌ ତା,ଇ ନିମ୍‌ ସାମାନ୍‌ "
 harm , Noun ," ତିପାଲ୍‌, ନାଷ୍ଟାମ୍‌,କ୍ଷତି "
 harmonium , Noun , ପୀଙ୍ଗ୍‌ 
 harmony , Noun , କେଙ୍ଗ କାଲିୟାନାଦ୍‌ 
 harvest festival , Noun , @@ ତା ଅଲିଗେ 
 harvesting , Noun , ଆାଞ୍ଜି କୋୟ୍‌ ତାନାଦ୍‌ 
" haste, hurry ", Noun , ଦାନ୍ଦା ପୟ୍‌ ସି 
 hatchet , Noun ," ଟେଙ୍ଗା, ଟାଙ୍ଗିଆ "
 hatred , Noun ," ପେର୍ଲାନାଦ୍‌, ARIF ଆଦାନାଦ୍‌, କୋପାମ୍‌ ଆଦାନାଦ୍‌, ଛାଡି SIME, ଞିରୋଦାମ୍‌ "
 have(have a pillow and rest) , Verb , ତାଲାପା ଏଟି ପାଟା 
 having seen , Verb , AG 
 having slept , Noun ," ଉନ୍‌ ଜି,ଉନ୍‌ ଶ୍‌ Clg se "
 having told , Adjective , କେତାନ୍‌ AG 
 hay , Noun , ସାତ୍‌ ତି ମାନ୍ଦାନ୍‌ Ge । ପିସିଲ୍‌ 
 hay stack , Noun , ଗାଡ଼ ଲୋନ୍‌ 
 he , Pronoun ," ଉଣ୍ତ,ଓଣ୍ତୁ "
 he goat , Noun ," ପୋତ୍‌ ତୁ ମେକ୍‌ କା,ପୋକ୍‌ GF ମେକ୍‌ କା "
 he had gone market , Verb , ଆଟ୍‌ -ସାନ୍ତା AB ମାଭଣ୍ତ 
 he has been promoted , Verb , ପରଟ୍‌ କ୍ଲାସ୍‌ ତାଗ୍‌ ତେଦାନାଦ୍‌ 
 he is giving , Verb , QVAGS 
 playing , Verb , ମିନ୍ଦଣ୍ଡ 
 lift , Verb , ତେସ୍‌ ଇତ୍‌ OY 
 plays , Verb , QB କାର୍‌ ସ୍‌ତଣ୍ଡ 
 8୦୦୫ , Verb , AY ASCAID 
 told , Verb , କେତଣ୍ଡ 
 took , Verb , ଓଭର୍‌ 
 was saved , Verb , ଗେଲ୍‌ ସ୍‌ CY 
 went , Verb , ଆଉଣ୍ଡ 
 will take it , Verb , GAQ 
 he (far) , Pronoun , @Y 
 he (near) , Pronoun , XY 
 head , Noun , ତାଲ୍ଲା 
 head man of village , Noun , ବେଢ଼ିୟା ରାହିତ 
 head pad , Noun , ଉମାର୍‌ 
 headache , Noun , ତାଲା ଏତାନାଦ୍‌ 
 headlong fall down , Adverb , କାପ୍‌ ମୁଣ୍‌ GF AINA 
 head-skull brain-pan , Noun ," ତାଲାକାୟ୍‌, ମେଦ୍‌ ଦର୍‌ "
 heap of sweepings , Adjective , ତଗ୍‌ ଗୁ ତଶ୍‌ ଶାନ୍‌ AGAIQ 
" heap, heap of stones ", Noun ," ଦିବା, କାଲ୍‌ କିନ୍‌ ଦିବା "
 hear , Verb , କେଞ୍ଜାନାଦ୍‌ 
 hearing , Noun ," କେଞ୍ଜାନ୍‌ AB, Ale "
 heart , Noun ," ମାରି କାୟା, ଗୁଣ୍ତେ "
 heart beat , Noun , ଗୁଣି ଡାକ୍‌ ଡାକ୍‌ ଆସମିନ୍ଦେ 
 heart disease , Noun ," JS ନପ୍‌, ଜୀୱାମ୍‌ ତା ନେଶ୍‌ ତାଗେ ନପ୍‌ "
" heart, mind ", Noun ," ଲୋକ, ମନସ୍ଥିତି "
 heartburn , Verb , ମାଣ୍ଡୋମିନ୍ଦେ 
 hearty laugh , Noun , ସାୟ୍‌ 
 heat , Noun ," ଏସ୍‌ ସେର୍‌, କାପ୍‌, ପାନାଦ୍‌, କାଶ୍‌ ଭା "
 heat boil , Noun ," ବାମ୍‌ ବଗ୍‌ ଗା, ବଣ୍ଠିୟା "
 heat of the sun , Noun , ଏଦ୍‌ 
 heat the water , Verb , ଏର୍‌ କାପା 
 heaven , Noun ," ପରା, ମାବ୍‌, ସ୍ବାର୍ଗାମ୍‌, ସ୍ବାର୍ଗାରାଜ୍ୟାମ୍‌ "
 heaven( opened) , Noun ," ମାବ୍‌, ବାଙ୍ଗ୍‌ ମିନ୍ଦେ "
 heavenly bodies , Noun , ଲିଙ୍ଗ 
 heavenly body to rise , Intransitive verb , ପେତାନାଦ୍‌ 
 heavy , Adjective , ଭାରୀ 
 hedge , Noun , ଆଡାମ୍‌ 
 heel , Noun , ମାଡ଼ମେ 
 height , Noun ," ଡେଙ୍ଗା, ଏତାନାମ୍‌, ଏତ୍‌ "
" height, tall ", ," ଡେଙ୍ଗା, ଏତାନାମ୍‌ "
 hell , Noun ," କିଶ୍‌ କୁଣ୍ଡା, ନାର୍କାମ୍‌ "
 hen , Noun , ପେଟା କର୍‌ 
" hence, from here ", Adverb ," ଇଗ୍‌ ଗା, ନୁଞ୍ଜିକକୁଞ୍ଚି "
 henceforth , Adverb , ଆଗେ 
 her , Pronoun , ଦାନାଦ୍‌ 
 herself , Pronoun , ଆଦେ ଆସ୍‌ 
" her, it's ", Pronoun ," ଦାନି ନ୍‌, ଦାନାଦ୍‌ "
 here , , ଏଦେ 
 here and there , Adverb ," ଆଗେ, ମେଘ, ପଶ୍ଚିମ "
 here with , Adverb , 
 hereafter , Adverb ," ଟୋଡ଼୍‌, ଟୋଣ୍ଟ୍ରେ "
 hereby , Adverb , ଇଦିନ୍‌ ପେର୍କେ 
 herein , Adverb ," ଟୋଣ୍ଟେ, ଇଦିନ୍‌ ତୋଡ଼େ "
 hereupon , Adverb , ଇଦିନ୍‌ ପରେ 
 hero , Noun ," ବାଲାମ୍‌, ସୋକ୍‌, ମାନ୍ଦାନୋଣ୍ଡ "
 heroine , Noun , ସୋକ୍‌ ମାନ୍ଦାନ୍‌ ନାଟ୍‌ GI 
 heroism , Noun ," ସାତ୍‌ ଓମ୍‌, ସାକି, ମାନ୍ଦାନୋଣ୍ଟ "
 heron , Noun , କୋଙ୍ଗା 
 hesitation , Noun ," AVL, AUA, GER, ଓଟ୍ଟିଭୋର୍‌ "
 hibiscus , Noun , ମାନ୍ଦାର ପୂର୍ଗାର୍‌ 
 hiccup , Noun , ଉଟ୍‌ କ୍‌ CAI 
 hidden , Verb , ମିଞ୍ଜାନାଦ୍‌ 
 hieratic grass , Noun ," Jal, ଗାଟ୍‌, ଗାର୍କି ଗାଟ୍‌ "
 high status , Noun ," ବେଡ଼ିୟା AGA, ତା ମାନ୍ଦାନୋର୍‌ "
" high, lofty ", Unknown ," .4/7/?× ବାରା,ବେଡ଼ିୟା "
 higher education , Adjective , ବେଢ଼ିୟା ସାଦ୍‌ G 
 highway robber , Noun ," କାୟ୍‌, ଆଡାମ୍‌ ଓାଟି ଡ଼ଙ୍ଗାନୋଣ୍ଟ "
 hill , Noun , ଗୁବାଲ 
 him , Pronoun ," QQ SRA, କିଙ୍କ୍‌, ଇକିଙ୍କ୍‌ "
 himself , Pronoun , ଉଣେ ଆସ୍‌ 
 hind , Noun , ଡାଡା ଗରି 
 hinder , Noun , ଆଡାମ୍‌ ଓଟ୍ଟାନୋଣ୍ଡ 
 hippopotamus , Noun , ଏବାରା 
 hire , Verb ," ଆଦ୍‌ ତିସାନଦ୍‌, ବଡ଼ା "
 his (possessive things) , Pronoun ," ଇନାଦ୍‌,ଉନାଦ୍‌ "
 hissing of steam , Noun , ଓାସିତ୍‌ 
 hit the ball with legs , Verb , ତାନାନାଦ୍‌ 
" hit,crush ", Verb , ଦାଗଲ୍‌ ମିନ୍ଦେ 
 hive of bees , Noun , ଗଗ ଲୋନ୍‌ 
 (ଆଲ୍‌ ତା) , - , - 
 hoard , Noun , ଗୁଡୁପ୍‌ ତା ସମ୍‌ 
 hoisting the flag , Verb , ଜାଣା ପାର୍‌ ତିସାନାଦ୍‌ 
 hold , Verb , ଆକ୍କି ଗିଗି 
 hold 1) , Verb , ଦୁରାମ୍‌ ମାଡ଼ାନାଦ୍‌ 
 hold out , Verb , ନିଗେର୍‌ ଆଡ୍‌ ଗିଗି 
 hold tightly , Adjective , ଗାଟିଙ୍ଗ(ଟେଙ୍ଗ) ପୟ୍‌ ସମିନ୍ଦେ 
 hold up , Verb , ତେସ୍‌ ଆକ୍କି ତିସାନାଦ୍‌ 
 hole , Noun ," ବୋକ୍କ, ବ ଛା "
 hole and corner , Adjective , ଇର୍ତାନାଦ୍‌ 
 hole of tree , Noun ," ଦର୍ରାତା, ବଚଛା "
 holidays , Noun , ଚୁଟି ରୋଜ୍‌ 
 hollow , Noun ," ପୋନ୍‌ ଦେ, ଦରା "
 holster , Noun , ତଲ୍‌ କା ସାନ୍‌ ସ୍‌ 
 holy basil , Noun ," ଦୁଲୋସ୍‌ ଏଟୁ, ପଦାଲା "
 holy sprit , - , ପାଞତ୍ରା ସୁବ୍ରାଙ୍ଗ ୬୮୦ ମାନ୍ଦାନ୍‌ ଆତ୍ମା 
 holy/holiness , Adjective ," ଆଗିଗି, ଆଗିଆ ମାନ୍ଦାନାଦ୍‌ "
 homosexual , Adjective , ମିଙ୍ଗା ଦା ଏଉପ୍‌ 
 ତୁଙ୍ଗାନୋଣ୍ଟ , Adjective , ନିଜାମ୍‌ 
 honest , Adjective , ନିଜାମ୍‌ 
 faithful , Adjective , ନିଜାମ୍‌ 
 man , Noun , ମାନ୍ଦାନାଦ୍‌ 
 honesty , Noun , ନିଜାମ୍‌ 
 honey , Noun ," ଭର୍ଷେ, ମେସ୍‌, ତେନେ, ପେରେ A "
 honey bee , Noun ," 6dG, ag 414 "
 honey comb , Noun , ପେରେ GIGI 
 honour , Noun , ନାମାସ୍‌ କାର୍‌ 
 hood of snake , Noun , Ald ପାମ୍‌ 
 hook , Noun , ଗାଲାମ୍‌ କୟି 
 hope , Adjective , ନାମ୍‌ କାମ୍‌ ଆଷା 
 horde , Noun ," ତୁଟ୍‌, ମାନ୍ଦା "
 horizontal , Noun ," ପାଟି ମିନ୍ଦେ, ସାପ୍‌ ପୁନ୍‌ ମାନ୍ଦାନାଦ୍‌ "
 horn , Noun ," କୋକ୍‌, ମ ଇରା-କମ୍‌ "
 horn bill , Noun , କାରୋଟ୍‌ 
 horn music , Noun , କମ୍‌ 
" horn siren,branch ", Noun , କୋକ୍‌ 
 hornet , Noun , କାଣ୍ତୁରୁମ୍‌ 
 hornet(big) , Noun , QEIQ 
 horse , Noun ," ଗୁରାମ୍‌, ପୋତ୍‌ ଗୁରାମ୍‌ "
 horse fly , Noun , AGAR 
 horse gram , Noun ," କଡ଼େ, ଉଲ୍‌ Gl "
 horseradish tree , Noun ," ମୁଲୁଙ୍ଗା ମାଡ଼ା, ମୁଗୁଁଲା "
 hospital , Noun , ଆସ୍‌ ପାତାଲ 
 hospitality , Noun , ସାୟାଉଡ଼ାନାଦ୍‌ 
 host , Noun , ସୁଟ୍‌ ମିର୍‌ ସେୱା ମାଡ଼ାନୋଣ୍ତ 
 hostile , Noun , ଓିରୋଦାମ୍‌ 
 hostility , Adjective , ବିରୋଦାମ୍‌ ତେ 
 hot milk , Adjective , ପାଡ଼ିୟ୍‌ ମାଡ଼ାନୋର୍‌ 
 hot water , Noun , ପାଲ୍‌ 
 hotness , Noun , କାଙ୍କା 
 hour , Noun , ଗାଣ୍ଡୀ 
 hour hand of a clock , Noun , କୟ୍‌ ୟେ 
 house , Noun , ଲୋନ୍‌ 
 house back side , Preposition , ପାର୍ଥା 
 house lizard , Noun ," ବାଲ୍‌ କି ଡ଼କା, ଟକ୍‌ କେ "
 house sparrow , Noun , ପିଟେ 
 house-servant , Noun ," କୋରି, ଲୋତ କୁଲିନୋଣ୍ଡ "
 housewife , Noun , ଲୋତା ନାଟାଡ଼୍‌ 
 hovering , Verb , ତାନାଦ୍‌ 
 how , Interjection , ବେଲା 
 how is it , Adjective , ଆର ଆଲ ଆ ତା 
 how many , Adverb , ବେଚର 
 how many members , Adjective , ବେସ୍‌ ମୁଲ୍‌ ବେସ୍‌ ଜାନାମ୍‌ 
 how many non masculine , Noun , ବେଛୱ୍‌ର 
 how much , Adverb , ବେଛଟ 
 how you will go? , Pronoun , ନାନା 
 I am not sure , Adjective ," ଇମା, ଆଇ, ଆସ "
 Iam playing , Verb , ନାନ୍ନା 
 sea shore , Noun , କାର ସମିନ୍ଦାନ୍‌ 
 Interjection , Interjection , ନିମେ ବେଏଲା 
 ଦାତ୍‌ ତିନ୍‌ , Noun , ଦାତାର 
 however , Coordinating Connective , ବେଲା ବା 
" however,in whatever way ", Adverb , ବେଲେ ଆତ୍‌ କେ ବା ବେନ୍‌ ଲେକ୍‌ କାମ୍‌ ବା 
 huge profit , Adjective , ଲାବାମ୍‌ 
 human , Adjective , ମାଣୁଷିନ୍‌ ମାଟା 
 humane , Noun ," ଦୟାଳୁ, ଅନୁଚାହଶୀଳ "
" humble,meek ", Adjective ," ନେମ୍‌ ଲା, ନିଜେ ନିଜେ କିଙ୍କ୍‌ ଚିନା, ଚୁତୁଲା ମାଡ଼ାନାଦ୍‌, ଆଲ୍‌ ସାନାଦ୍‌ "
 humbly , Adverb , ନେମ୍‌ ଲାତେ 
 humidity , Noun , ନାନ୍ଦି ମିନ୍ଦେ 
 humiliation , Noun ," ସିଗ୍‌,ତେନ୍‌ ସ୍‌ କାନାଦ୍‌ "
 humour , Noun , କାୱ୍‌ ସାନାଙ୍କ୍‌ ମାଟା 
 humpback , Noun ," ଗୁନ୍ନାଲ୍‌,ଗୁନ୍‌ ନଲ୍‌ "
 hunch back , Noun , ଗୁଲୁ ଓାଇିଂ 
" FIER, FQA ତେଦ୍‌ AR GI ", Noun ," FIER, FQA ତେଦ୍‌ ଆର୍‌ ଗି "
 hundred , Numeral , ସାନ୍ଦା 
 hunger , Noun ," କାରୁଞ, କାରୁ ପୋୟତା "
 I became great , Verb , ନାନା ବେଡ଼ିୟୋନ AGIA 
 I could not (come) , Verb , ପାର୍ତିଲେଣ୍ଡ 
 Ido , Verb , IR ନା ତୁଙ୍ଗିଭାନ୍‌ 
 hungry                , Verb.            , କାର ପ ଇ ତା           
 hunter                , Noun.            ," ବନ୍‌ ଓାଲ, ପଣ୍ଡା ମାଡ଼ାନୋର୍‌ "
 hunting               , Verb.            , ଷଡ୍ଲ୍‌                
 hurt                  , Noun.            ," ଦେବା ତାଗାଲ୍‌, ତାଦ୍‌, ଗାୟାମ୍‌ "
 husband               , Noun.            , ମୁତପାଲ୍‌             
 husband's brother's wife , Noun.        , ଏରୁଣ୍ଡାଢ୍‌ ଏର୍ଦାଡ୍‌     
" husband's elder brother, elder sister's husband ", Noun. , ବାୱାଲ୍‌ 
