English Word,Part of Speech,Odia Translation
 hour hand of a clock , Noun              , କୟ୍‌ୟେ            
 house               , Noun              , ଲୋନ୍‌            
 house back side     , Preposition       , ପାର୍ଥା           
 house lizard        , Noun              ," ବାଲ୍‌ କି ଡ଼କା, ଟକ୍‌ କେ "
 house sparrow       , Noun              , ପିଟେ @Q          
 house-servant       , Noun              ," କୋରି, ଲୋତ, କୁଲିନୋଣ୍ଡ "
 housewife           , Noun              , ଲୋତା ନାଟାଡ଼୍‌     
 hovering            , Verb              , ତାନାଦ୍‌          
 how                 , Interjection      , ବେଲା            
 how is it           , Adjective         , ତା AR Al A        
 how many            , Adverb            , ବେଚର            
 how many members    , Adjective         , ବେସ୍‌ ମୁଲ୍‌ ବେସ୍‌ ଜାନାମ୍‌ 
 how many non masculine , Noun         , ବେଛୱ୍‌ର          
 how much            , Adverb            , ବେଛଟ            
 how you will go?    , None              , None              
 I                   , Pronoun           , ନାନା            
 I am not sure       , Adjective         ," ଇମା, AI, ASA     "
 Iam playing         , Verb              , ନାନ୍ନା           
 samindan            , None              , କାର ସମିନ୍ଦାନ୍‌  
 Interjection , Interjection , ନିମେ ବେଏଲା 
 ଦାତ୍‌ , N/A , ତିନ୍‌ 
 however , Coordinating Connective , ବେଲା ବା 
 however , Adverb , ବେଲେ ଆତ୍‌ କେ 
 howsoever , Adverb , ବେନ୍‌ ଲେକ୍‌ କାମ୍‌ ବା 
 huge , Adjective , ନାର୍ଗେଁ 
 profit , Noun , ଲାବାମ୍‌ 
 human , Adjective , ମାଣୁଷିନ୍‌ ମାଟା 
 humane , Noun ," ଦୟାଳୁ, ଅନୁଚାହଶୀଳ "
" humble, meek ", Adjective ," ନେମ୍‌ ଲା, ନିଜେ ନିଜେ କିଙ୍କ୍‌ ଚିନା, ଚୁତୁଲା ମାଡ଼ାନାଦ୍‌, ଆଲ୍‌, ସାନାଦ୍‌ "
 humbly , Adverb , ନେମ୍‌ ଲାତେ 
 humidity , Noun , ନାନ୍ଦି ମିନ୍ଦେ 
 humiliation , Noun ," ସିଗ୍‌, ତେନ୍‌ ସ୍‌ କାନାଦ୍‌ "
 humour , Noun , କାୱ୍‌ ସାନାଙ୍କ୍‌ ମାଟା 
 humpback , Noun ," ଗୁନ୍ନାଲ୍‌, ଗୁନ୍‌ ନଲ୍‌ "
 hunchback , Noun , ଗୁଲୁ ଓାଇିଂ 
" FIER, FQA ତେଦ୍‌ ", N/A , AR GI 
 hundred , Numeral , ସାନ୍ଦା 
 hunger , Noun ," କାରୁଞ, କାରୁ ପୋୟତା "
 I became great , Verb , ନାନା ବେଡ଼ିୟୋନ AGIA 
 I could not (come) , Verb , ପାର୍ତିଲେଣ୍ଡ ଏଥିବେ 
 Idiot , Noun ," ନିଷ୍ଠୁର, ମୂର୍ଖ, ଭଁଇଙ୍ଗ, ବୋକ, ହେଡ଼ା, ମଗଜଳା, ହାଣ୍ଡୁଆ, ପାଗଲ "
 hungry , Verb , କାର ପ ଇ ତା 
 hunter , Noun ," ବନ୍‌ ଓାଲ, ପଣ୍ଡା, ମାଡ଼ାନୋର୍‌ "
 hunting , Verb , କ୍ରୀଡ଼ା 
 hurt , Noun ," ଦେବା ତାଗାଲ୍‌, ତାଦ୍‌,ଗାୟାମ୍‌ "
 husband , Noun , ମୁତପାଲ୍‌ 
 husband's brother's wife , Noun , ଏରୁଣ୍ଡାଢ୍‌ ଏର୍ଦାଡ୍‌ 
" husband's elder brother,elder sister's husband ", Noun , ବାୱାଲ୍‌ 
 husband's younger brother , Noun , ଏରୁଣ୍ଡ 
 hush , Interjection , କଟ୍ଟ ମାନ୍‌ 
 hut in the field , Noun , କେତୁଲ୍‌-ଗୁଡ଼ିସି 
" hybrid cobra, rat snake, mucosus ", Noun ," ଗଡ୍‌, ତାରାସ୍‌ "
 hymn/song , Noun , ପ୍ରାର୍ତାନାତ୍‌ 
 hypocrisy , Noun ," ବଲ୍‌ ଲିସାନୋର୍‌, ମେଲ୍‌ ତା ସିଂ ଏମେ ଆଇଏଫ୍‌, କାମ୍‌ ତାନ୍ତ୍ରାମ୍‌ ପାଡ଼ିୟ୍‌, ମାଡ଼ାନୋର୍‌ "
 hypocrite , Noun , ବଲ୍‌ ଲିସାନୋଣ୍ଠଡ 
 ITeatacake , Verb ," ନାନା ଅରଟ୍‌ ଆର୍‌, ତିନ୍ତାନ୍‌ "
 I go , Verb ," AGAR, ASI, al, ଞ୍ଜାମିନ୍ଦାନ୍‌ "
 a , Adjective&Article , ଅରୋଟ୍‌ 
 accordingly , Adverb , ଆଦିଙ୍କ୍‌ ଲେକେ 
 by , Adposition , ଦାତାନ୍‌ 
 bus , Noun , ବାସ୍ତେ 
 play , Verb , କାର୍ସିତାନ୍‌ 
 played , Verb , କାର୍ସ୍‌ ତାନ୍‌ 
 see , Verb , ଉଡ଼ିତ୍ତାନ୍‌ 
 was playing , Verb , କାର୍ସ୍‌ ମାତାନ୍‌ 
 will be playing , Verb , କାର୍ସ୍‌ ମାନ୍‌ ତାନ୍‌ 
 ice , Noun , ଆଜୁର୍‌ ଗାଡା 
 identify / recognise , Verb , ଆନାଞାଲ୍‌ 
 idle / sluggish , Adjective , ମେ 
 idol / image , Noun ," ବଡ଼୍‌ ପେମ୍‌, ବମ୍‌ "
 idolatry , Noun , ବୋମ଼ମି ପୂଜା 
 if , Connective ," ଅକଞ୍ଚେଲାନ, ଯଦି "
 if drink , Connective , Aq କେ 
 if (condition) / in case , Subordinating connective ," ଯଦ, ଅକାଞେଲେ "
 ignite , Verb , କିଚିମାସ 
 ignorance , Adjective , ପୁନୁକଟ୍‌ ମାନ୍ଦାନାଦ୍‌ 
 ignorant , Noun , ପୁନୁକଟ୍‌ ମାନ୍ଦାନୋଣ୍ତ 
 ignore / hate , Verb ," ତୁର୍ସାନାଦ୍‌, ପାସ୍‌, କାନାଦ୍‌ ଞ୍ଜିର୍ସ ପାନାଦ୍‌ "
 iguana , Noun , ଉର୍ପାଲ୍‌ 
 ill will , Noun , ଇଷ୍ଟୀମ୍‌ ଓ 
 illegible , Noun ," କାସମାଲାମ୍‌, ଆଡୁ ଗୋ "
 illegitimate , Adverb ," A1@1, ପିଗ୍‌ ଗା "
 a , Adjective&Article , ଅରୋଟ୍‌ 
 accordingly , Adverb , ଆଦିଙ୍କ୍‌ ଲେକେ 
 illicit , Noun ," ତାପ୍‌ ପୁ, କାରାପ୍‌ "
 illustration , Noun ," କାଭା, ଞେସୋଡ଼୍‌, କାରା "
 immature in behaviour , Adjective , ଆୟ୍‌ 
 image , Noun ," PEA, QEMIA, AQ ତି "
 immediately , Adjective , ଞେଣ୍ଟ୍େନେ 
 imminent , Noun , ଦାଗେର୍‌ 
 immoral , Noun ," ଗାଲ୍‌ ଗାଲ୍‌, ଉଡାନୋନ୍‌, ଗାଲି, ପାପ୍ ପାମ୍‌ "
 immoral/immorality , Adjective , କାରାପ୍‌ 
 immortal , Adjective ," ବେସ୍‌ କେ, ବାରେ ବାତ୍‌ କାନାଦ୍‌ "
 immovable , Adjective ," ଗାଟିଙ୍‌, ଉଙ୍ଗ କଟେ, ମେଦୁଲା କୁଟେ, ଆଙ୍ଗ୍‌, କଟେ ମାନ୍ଦାନାଦ୍‌ "
 impatient , Adjective ," ଦେୟିରାଙ୍୍‌, ଇଲୁକୁଟାମ୍‌ "
 impediment , Noun , ଆଡାମ୍‌ 
 implements , Noun ," କାୟ୍‌ ଦେ ତା ସାମାନ୍‌, ଭାନାଦ୍‌ "
 impolite , Adjective ," ନେମ୍ MIG, ଇଲୁକୁଣ୍ଟାମ୍‌, ଦାନ୍ଦା ପୟ୍‌ "
 impure , Adjective ," ଆଡ଼ଗୋଲ୍୍‌, ସାୟ୍‌, MER, NQY Sle ପେରୀ "
 Minde           , Noun         , ମିନ୍ଦେ       
 in              , Preposition  , ରୁହିଛନ୍ତି   
 in a consequence of , Noun   , ଆତ୍‌     
 in a dying stage , Adjective   , ଡ଼ଲ୍‌      
 in an auspicious day , Adverb , ସୁଭମୁହୁର୍ତରେ 
 in an evil day   , Adverb      , ଦୁଷ୍ଟମୁହୁର୍ତରେ 
 in comparison with , Preposition , ସଂପର୍କରେ  
 in connection with , Preposition , ସଂସ୍ପର୍ଶରେ 
 in consideration of , Preposition , ବିବରଣୀ     
 in course Of     , Preposition , ମୁଖ୍ୟ     
 in every age    , Adverb      , ସବୁ ପ୍ରାୟ  
 in front of     , Adposition  , ଅଗ୍ରପରେ    
 in NO ways      , Adverb      , କଦାପି ନାହିଁ 
 in order to     , Preposition , ପାଇଁ       
 in outside      , Preposition , ବାହାରେ     
 in skirt        , Noun        , ପେଟି       
 in that         , Adposition  , ଏହି         
 in that place   , Preposition , ସେଥିଏ      
" in the lump ,in lots ", Adverb , ଭିନ୍ନ-ଭିନ୍ନ 
 in the mean time , Adverb , ଆସୁଟ୍‌ 
 accordingly , Adverb , ଆଦିଙ୍କ୍‌ ଲେକେ 
 in this , Adposition , ଇଗା 
 in various ways , Adjective , ସାରେ 
 in which , Adposition , ବେନ୍‌ ଦାନା 
 inattentive , Adjective , ପାର୍‌ ସ୍ଲେ 
 inauspicious , Adjective ," ଆଡ଼ଗୋଲ୍‌, କାରାପ୍‌ "
 incantations , Noun , ଓାଡ଼୍‌ ଡ଼େ ଉଲୁଗୋମିନ୍ଦେର୍‌ 
 incense , Noun ," ଗାବ୍‌, ଏଁସାନା, ଦୁ ପାମ୍‌ କାଟି; ଦୁପାକାଟି, ଉତୁୱାତ୍‌ "
 incense , Verb , କପାମ୍‌ ତୁଙ୍ଗାନାଦ୍‌ 
" incline,start ", Verb ," ରହିତାନ୍‌, ରୟ୍‌ ଦାନାଦ୍‌ "
 income , Noun ," କାୟ୍‌ କିନାଇ ଡାବ୍‌, ଗୁଦୂସ୍‌ ପାନାଦ୍‌ "
 incorrect , Adjective ," ଗଲ୍ପ, ଭ୍ରମିତ, ଭୁଲ "
" increase,growth ", Noun ," ପେସାନାଦ୍‌, ନାରେଁପେରୁଗାନାଦ୍‌ "
 indeed , Adverb ," ଆଲେ, ଉଡାଟ୍‌, ନିଜା ମେ "
" indeed,really ", Adverb ," ଆଚାଲ୍‌, ନିଜାମେ "
 Indian beech tree , Noun , ଗିମି ପଣ୍ଡା ମାଡ଼ା 
 indifference , Noun , ମାନ୍ଦାନାଦ୍‌ 
 indigestion , Adverb , ଡକା ଉ ଅଗି 
,,
 a , Adjective&Article , ଅରୋଟ୍‌ 
 accordingly , Adverb , ଆଦିଙ୍କ୍‌ ଲେକେ 
 indirectly , Adverb , କେଉା ମାଟା ମାଲ୍‌ 
 ardent , Adjective , ଅର୍ତ୍ଧଣ୍ଟ କିଙ୍କ୍‌ କେତାନାଦ୍‌ 
 industrial , Noun , ମିଲ୍‌ ପାଢ଼ିୟ୍‌ 
 industrious , Adjective , କାଷ୍ଠାମ୍‌ ତେ 
 interest , Noun , ଇଷ୍ଟୀମ୍‌ 
 infamy , Noun , ପାପ୍‌ 
 infancy , Noun ," ଚିନ୍ନା, ଚୁଢୂଲା ଲେ "
 infatuated , Adjective , ଜୋଙ୍କୋ ମିନ୍ଦୋର୍‌ 
 infertile , Adjective , ପୀନ୍ଦୋ ବୂମ୍‌-ଏାଞ୍ଜି 
 inflammation , Noun , ଡକ୍‌ କା 
 inflammation of the pharynx , Noun , ଲେଙ୍୍‌ ଉରିତ୍‌ 
 inform , Verb , କାବୂର୍‌ କେଢିମ୍‌ 
 information , Noun , ମାଟା 
 inhabitant , Noun , ଦେସେମ୍‌ ତ୍‌ 
 inherit/inheritance , Verb , ଟାମ୍‌।ମାଣୁସୁଣ୍ଡ 
 iniquity , Noun , ପାପ୍‌ 
 initially , Adverb , ତ୍‌ 
 injection , Noun , କଟାନାଦ୍‌ 
 injurious , Adjective ," କାରାପ୍‌, ନାଷ୍ଟାମ୍‌ "
 injury , Noun ," ପୁଣ୍, ଦେବା "
 injustice , Noun , ନାୟାମ୍‌ 
 inner seed , Noun ," ଜେ, ଜ୍‌ "
 innocent , Adjective ," ତାପ୍‌ ପୁ, ପାପ୍‌ "
 insert , Verb ," ଗେବାନାଦ୍‌, ଲୋପାଲ୍‌, ନିଗିସାନାଦ୍‌ "
 insipid , Adjective , ରୁଚ୍‌ ଇଲେ 
 insistence , Noun , ଜିଦ୍‌ 
 insomnia , Noun ," ଉଶ୍ଣ IE ARES, ମାନ୍ଦାନୋଣ୍ଡ ରୋଗାମ୍‌ "
 inspiration , Noun ," ସାର୍ଦା ତେ, ଇଷ୍ଟାମ୍‌ ତୁଙ୍ଗୀସାନାଦ୍‌ "
 instantly , Adverb ," ଆଦେ ସାମାୟାମ୍‌, ତେ "
 instead , Adposition ," ବାଦଲାଇ, ବାଦାଲା "
 instruction , Noun ," ମାଟା, କେତଭାନାଦ୍‌ "
 instruments , Noun ," ଡ଼ାଲା, ମଇରା, ବାଜା "
 insult , Verb ," ପେର୍‌, ଲାନାଦ୍‌, ଚ଼ାଡିସାନାଦ୍‌, ନେରାମ୍‌ "
 insurance , Noun ," ଡ଼ାବ୍‌ ତୋରାନୋର୍‌, କିଙ୍କ୍‌ ପେର୍‌ କେ ଏକୁୱା, ନାର୍ଗେ ଡ଼ାବ୍‌ ଦର୍କିତ୍‌ "
 intelligence , Noun , ମେଲ୍‌ ତା ବୁଦି 
 intelligent , Adjective , ଡିଟ୍‌ ମେଦର୍‌ 
 intelligently , Adverb , ଗ୍ୟାନାମ୍‌ ତେ 
 a              , Adjective&Article , ଅରୋଟ୍‌           
 accordingly    , Adverb           , ଆଦିଙ୍କ୍‌ ଲେକେ      
 inter          , Preposition     , ମଧ୍ୟରେ ଅନ୍ୟ ଗୋଟି ପଦ 
 palate         , Noun            , ତାଲେରି         
 insert         , Verb            , ଢାଳିବା         
 ତୁରୁଞି          , Noun            , ତୁରୁଞ୍ଜେ        
 ମିନ୍ଦର୍‌         , Noun            , ମିଣ୍ଟିରି        
 intestine      , Noun            , ଅନ୍ୟନ୍ୟ ଅନ୍ୟୋନ୍ୟ 
 finger         , Noun            , ଅଙ୍ଗୁଠି         
 ପେର୍କେଟାଦ୍‌     , Noun            , ପରିଧି କାଟେଇ ବିଶେଷ 
 intimacy       , Noun            , ସନ୍ଦେହଳ ଅବସ୍ଥା 
 ମାନ୍ଦାନାଦ୍‌     , Noun            , ମନଃଶାନ୍ତି       
 intoxication   , Verb            , ମଦ୍ୟ ସେବନ       
 invention      , Noun            , ଆବିଷ୍କାର        
 ଉଡ଼ି           , Verb            , ଉଡ଼ାଇବା        
 ତାୟାର୍‌ ମାଡ଼ି   , Noun            , ବନ୍ଦାର          
 ତୋପିସାନାଦ୍‌    , Verb            , ଅନୁସନ୍ଧାନ       
 investigate    , Verb            , ଛାନ୍ଧିବା        
 crime          , Noun            , ଅପରାଧ          
 ତୋନାଗା ମାଟ୍ଟା ତାଲ୍‌ , Noun            , ମାଟ୍ଟା ତଳ        
 କାନାଦ୍‌        , Noun            , ହେଟେଇ ଦିଅ        
 ପାନାଦ୍‌        , Noun            , ଉପଯୋଗ କରିବା     
 invite         , Verb            , ଆମନ୍ତ୍ରଣ ଦିଅ    
 jackal         , Noun            , କାଳିଆ          
 jackfruit-tree , Noun            , କଟହଳୀ          
 ମା,,
 involvement  , Noun           , ଗାଟି ଇଷ୍ଟାମ୍‌      
 iron         , Noun           ," ଇକ୍‌ ଲେମ୍‌, ଇନୁମ୍‌, CA, OFA "
 iron ore     , Noun           ," ଇନୁମ୍‌ ରାୟ୍‌, AQ "
" irrigating, watering ", Verb ," ଏର୍‌, କେତ୍ତାନାଦ୍‌ "
 irritability , Noun           ," ରୋସେ ମ୍‌, କୋପାମ୍, ଦାନ୍ଦା        "
 irritation of (throat) , Adjective ," ମିଣୁ ଙ୍ଗା କୁଟା, ମାନ୍ଦା, ଗୋନ୍‌ କିନ୍ନା ଇର୍କାନାଦ୍‌ "
" jealousy, envy ", Noun       ," ଏରାଙ୍ଗ୍‌, ଉଡ଼ାନାଦ୍‌ "
" 4୧5୮,¶୦1୧୭   ", Noun           , ମିତୃକାନାଦ୍‌      
 jester       , Noun           ," ବଲାନୋର୍‌, ମଡୁକାନୋ, ବଲୁାନୋର୍‌, ମିତୁକାନୋ "
 Jesus        , Noun           , ଉନ୍‌ ଜାନାମ୍‌ ତିନ୍‌ ପାପ୍‌ 
 ଞ୍ଡ଼ୁ ପିସାନୋଣ୍ଡ-ପାରାମେଶ୍ବାରି ନ୍ମାର୍ , Noun , ନ୍‌ ମାର୍‌ 
 jewels       , Noun           ," PII, IGF 683, ଉଙ୍ଗ୍ଲାମ୍‌ ଜୋଡ଼୍‌ କ୍‌ .ଗାଗଲ୍‌ "
 jingle of coins , Noun       ," କାୟି କାୟି, ନେଟ୍କିତା.ସିଲ୍‌ ଲାରା ବାୟ୍‌ ସା, ମୁୟା "
 is , Verb , AG@ 
 it , Pronoun , ଇଦ୍‌ 
 it doesn't (become) cold , N/A , N/A 
 accordingly , Adverb , ଆଦିଙ୍କ୍‌ ଲେକେ 
" it, she sitting ", Verb , ଆଦ୍‌ କୁଦି 
 ମିନ୍ଦେ , Noun , N/A 
 it's , Pronoun ," ଦିନାଦ୍‌, ଦାନାଦ୍‌ "
" itches, scabies ", Noun , ପାୟ୍‌ 
" ତେମ୍‌, ଦୂଲ୍‌ ଞେଚୋମିନ୍ଦେ, ଗାଜୁ ", Noun , yam 
 itching , Verb , ତାଡ଼୍‌ Gal 
" ଗଙ୍କାନାଦ୍‌, ଦୁଲ୍‌ ଞେୟ୍‌, ସମିନ୍ଦେ, ତୁୟାନାଦ୍‌ ", Noun , ଗାଳୁ ବଗା 
 ivory , Noun , ଏନ୍‌ ପାଲ୍‌ କ୍‌ 6S GET 
 ତାଦ୍‌ , Noun , N/A 
 join , Verb , କାଲ୍‌ ପା 
 joint , Noun ," ଡ଼ୂଣ୍‌ ଶ୍‌ Al, Am "
 joint the bride with bride groom , N/A , N/A 
 joker , Noun , ମିଡିକିତଣ୍ଡ 
" jostling, rubbing ", Noun , ନକ୍‌ କି 
" ତୁରୁସାନାଦ୍‌, ଆଚ୍ଚାନାଦ୍‌ ", Noun , ଗାଳୁ ବଗା 
 journey , Noun ," ସେଲ୍‌ ତାନାଦ୍‌, ଆଦାନ୍‌, ଦାନ୍‌ "
" joy, gaiety, pleasure ", Noun , AGI 
 jubilation , Noun , ସାର୍ଦାତ୍‌ ପାଣ୍ଡୁମ୍‌ 
 judge , Noun ," ନାୟାମ୍‌, ବିଚାର୍‌, ମାଡ଼ାନୋଣ୍ଡ "
 Noun , ସାମାଦାନାମ୍‌ , N/A 
,,
 a            , Adjective&Article , ଅରୋଟ୍‌ 
 accordingly  , Adverb , ଆଦିଙ୍କ୍‌ ଲେକେ 
 jug          , Noun , ମାଡ଼ାନୋଣ୍ଟ 
 juice        , Noun ," ଜୁସ୍‌, ସାର୍‌, ଜୃଶ୍‌ "
 jujube       , Noun , ରେଙ୍ଗା ମାଡ଼ା 
 jump         , Verb ," କୁଦି, ଲାଙ୍ଗୁଡ଼ା, ତୁଲି "
 junction     , Noun ," ନାଲୁ ପାକ୍‌ କା, ରୋଡ଼୍‌ କାଲିୟାନାଦ୍‌ "
 keep account , Verb , ଇସାବ୍‌ ଗୁଣି 
 keep away    , Verb , ଦୂରାମ୍‌ ମାନ୍ଦାନାଦ୍‌ 
 keep in      , Verb ," ମାନ୍ଦାନାଦ୍‌, ତାସାନାଦ୍‌ "
 keep in mind , Verb , ଏର୍କି କୀମ୍‌ 
 keep in with , Verb ," ମେଲ୍‌ ତା, ସାମ୍ବାନ୍ଦାମ୍‌ ତାସାନାଦ୍‌ "
 keep off     , Verb , ସାରେ 
 keep on      , Verb ," ନାଡୃପିସାନାଦ୍‌, ଆସମି, ନ୍ଦେ "
 keep safely  , Adjective ," ସାୟା ତାସାଟୁ, All ତାସାଟୁ "
 keep to      , Verb ," ମାଟା ପୟ୍‌ ସି ପାଡ଼ିୟ୍‌, ମାଡ଼ାନାଦ୍‌ "
 keep up      , Verb ," ଇତା ମାଟା ତାସାନାଦ୍‌, ଅସରିସାନାଦ୍‌ "
 kept silence , Verb , AIA ମିନ୍ଦଣ୍ତ 
 kerosene oil , Noun ," କେରୋସ୍‌, GAIR "
 kettle       , Noun ," କାପ୍‌ ସାଟାନ୍‌, ମାଡ଼ାନ୍‌ "
 key          , Noun ," ତାଲାତ୍‌ କାୟ୍‌ କ୍‌, ତାଲାମ୍‌, ଚେୟ୍‌, ତେମୁଁ "
 kick         , Verb ,
 jungle deer , Noun , ଗରି 
 jungle roots , Noun , ମାଟ୍‌ ଟି 
 junior , Adjective ," ଇଡ଼ିପାଟୋର୍, ସୁଧୁ ଲୋର୍‌ "
 just at the time , Adverb , ସାମାୟିକ ଦେ 
 kidnap , Verb , ନାରିନ୍‌ ଡଙ୍ଗା 
" kidney, urinary bladder ", Noun , କେରି ଗୋଣ୍ଡାମ୍‌ 
 1005 , Noun ," ତାମୁସ୍୍‌, ସୂତୁଲୋର୍‌, ପିଲ୍‌ ଲାର୍‌ "
" killer, murderer ", Noun , ଆୱ୍‌ କାନୋଣ୍ଟ 
 killing , Verb , ଆୱ୍‌ କାନାଡ୍‌ 
 kilt the belt , Adjective , ଆର ନାଡ୍‌ ଓଟ୍ଟା 
 kind of a deer , Noun ," ମେଣ୍ଟ, ମେଣ୍ଢେ "
 kind of frog in hollow , Noun , ତଣ୍ଡ କମ୍‌ ରେଲ୍‌ 
